Peril,Roof Type,Impact Resistant Class Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30+
Fire,Fiber Cement,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Fiber Cement,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Fiber Cement,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Resin Formed Shingle,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Resin Formed Shingle,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Resin Formed Shingle,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Foam,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Foam,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Foam,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Metal,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Metal,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Metal,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,None,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,None,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,None,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Other,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Other,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Other,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Plastic,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Plastic,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Plastic,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Reinforced Plastic,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Reinforced Plastic,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Reinforced Plastic,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Slate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Slate,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Slate,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Tar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Tar,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Tar,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fire,Unknown,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Unknown,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Unknown,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Wood Shake,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Wood Shake,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,Wood Shake,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,No Data,0.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,No Data,3.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Fire,No Data,4.0,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394,1.5394
Other Wind and Hail,Aluminum,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Aluminum,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Aluminum,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Asbestos,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Asbestos,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Asbestos,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Cloth,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Cloth,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Cloth,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Concrete Tile,0.0,0.3967,0.3967,0.3967,0.3967,0.3967,0.4701,0.54,0.6071,0.6719,0.7349,0.7962,0.856,0.9145,0.9719,1.0282,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836
Other Wind and Hail,Concrete Tile,3.0,0.3174,0.3174,0.3174,0.3174,0.3174,0.3761,0.432,0.4857,0.5375,0.5879,0.637,0.6848,0.7316,0.7775,0.8226,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669
Other Wind and Hail,Concrete Tile,4.0,0.2662,0.2662,0.2662,0.2662,0.2662,0.3154,0.3623,0.4073,0.4509,0.4931,0.5342,0.5743,0.6136,0.6521,0.6899,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
Other Wind and Hail,Composition Shingle,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Composition Shingle,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Composition Shingle,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Clay Tile,0.0,0.3967,0.3967,0.3967,0.3967,0.3967,0.4701,0.54,0.6071,0.6719,0.7349,0.7962,0.856,0.9145,0.9719,1.0282,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836,1.0836
Other Wind and Hail,Clay Tile,3.0,0.3174,0.3174,0.3174,0.3174,0.3174,0.3761,0.432,0.4857,0.5375,0.5879,0.637,0.6848,0.7316,0.7775,0.8226,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669,0.8669
Other Wind and Hail,Clay Tile,4.0,0.2662,0.2662,0.2662,0.2662,0.2662,0.3154,0.3623,0.4073,0.4509,0.4931,0.5342,0.5743,0.6136,0.6521,0.6899,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
Other Wind and Hail,Composition Over Wood,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Composition Over Wood,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Composition Over Wood,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Fiberglass Shingle,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Fiberglass Shingle,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Fiberglass Shingle,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Fiber Cement,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Fiber Cement,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Fiber Cement,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Resin Formed Shingle,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Resin Formed Shingle,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Resin Formed Shingle,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Foam,0.0,0.9297,0.9297,0.9297,0.9297,0.9297,1.1015,1.2653,1.4226,1.5746,1.722,1.8656,2.0058,2.143,2.2774,2.4094,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391,2.5391
Other Wind and Hail,Foam,3.0,0.7438,0.7438,0.7438,0.7438,0.7438,0.8812,1.0122,1.1381,1.2597,1.3776,1.4925,1.6046,1.7144,1.8219,1.9275,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313,2.0313
Other Wind and Hail,Foam,4.0,0.6238,0.6238,0.6238,0.6238,0.6238,0.7391,0.849,0.9545,1.0565,1.1554,1.2518,1.3458,1.4379,1.5281,1.6166,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037,1.7037
Other Wind and Hail,Metal,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Metal,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Metal,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,None,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,None,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,None,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Other,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Other,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
Other Wind and Hail,Other,4.0,0.7658,0.7658,0.7658,0.7658,0.7658,0.9074,1.0423,1.1718,1.297,1.4185,1.5368,1.6523,1.7652,1.876,1.9847,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Other Wind and Hail,Plastic,0.0,1.1414,1.1414,1.1414,1.1414,1.1414,1.3523,1.5534,1.7465,1.9331,2.1141,2.2904,2.4625,2.6309,2.7959,2.9579,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172,3.1172
Other Wind and Hail,Plastic,3.0,0.9131,0.9131,0.9131,0.9131,0.9131,1.0818,1.2427,1.3972,1.5465,1.6913,1.8323,1.97,2.1047,2.2367,2.3663,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938,2.4938
